timestamp,load_r1,Load_r3,Load_r4,Load_r5,Load_r6,Load_r8,Load_r10,Load_r11
2020-05-15 04:00:00,486.31431815004146,163.05833020324917,140.17295052560019,371.88741976179637,323.25598794679223,346.1413676244412,280.34590105120037,194.5257272600166
2020-05-15 04:15:00,548.5530398983933,183.92660749534363,158.1123467942428,419.48173639288905,364.6264324030497,390.4406931041505,316.2246935884856,219.42121595935737
2020-05-15 04:30:00,504.3911217393674,169.1193761126114,145.3833233248765,385.71085780069274,335.27174562675594,359.0077984144909,290.766646649753,201.75644869574697
2020-05-15 04:45:00,491.68824286267346,164.86017554807285,141.72190529571176,375.9968916008679,326.82806731460056,349.9663375669616,283.4438105914235,196.6752971450694
2020-05-15 05:00:00,622.8099177527783,208.82450183475504,179.51579982285963,476.26640769330106,413.9854159180232,443.2941179299186,359.03159964571927,249.12396710111136
2020-05-15 05:15:00,562.2425696479619,188.51662629372836,162.05815242794196,429.9502003190297,373.7259433542335,400.1844172200199,324.1163048558839,224.8970278591848
2020-05-15 05:30:00,586.3043377002258,196.5843955818404,168.99360321947685,448.35037588840794,389.71994211838535,417.31073448074886,337.9872064389537,234.52173508009034
2020-05-15 05:45:00,535.7166457936144,179.62264006021184,154.41244496404178,409.6656703127639,356.09400573340247,381.3042008295725,308.82488992808356,214.28665831744576
2020-05-15 06:00:00,585.5820809225437,196.34222713285286,168.7854233247332,447.7980618819452,389.2398537896908,416.79665759781045,337.5708466494664,234.2328323690175
2020-05-15 06:15:00,625.949516770788,209.87719091726422,180.42074306922714,478.66727753060263,416.0723258535238,445.52877370156085,360.8414861384543,250.37980670831524
2020-05-15 06:30:00,585.017872096854,196.15305123247458,168.62279842791676,447.36660807406486,388.86482086437945,416.39507366893724,337.2455968558335,234.00714883874164
2020-05-15 06:45:00,660.8489858140861,221.57877759648767,190.48000179347187,505.35510679900705,439.2702082175984,470.36898402061416,380.96000358694374,264.3395943256345
2020-05-15 07:00:00,629.7740277930292,211.15952696589798,181.52310212857898,481.5919036064341,418.6145008271311,448.2509256644501,363.04620425715797,251.90961111721168
2020-05-15 07:15:00,651.1766228214392,218.33569118130606,187.69208540147366,497.9585939222771,432.84093164013314,463.4845374199655,375.3841708029473,260.4706491285757
2020-05-15 07:30:00,644.364402690832,216.05159384339657,185.72856312853392,492.74924911651857,428.31280884743535,458.635839562298,371.45712625706784,257.7457610763328
2020-05-15 07:45:00,751.7607014303209,252.06094106781345,216.6839668828572,574.8758305055395,499.6997603625074,535.0767345474636,433.3679337657144,300.70428057212837
2020-05-15 08:00:00,674.3686717497665,226.11184876315696,194.3768524455209,515.6936901615861,448.25682298660945,479.99181930424544,388.7537048910418,269.7474686999066
2020-05-15 08:15:00,629.0069189691573,210.90231988965857,181.30199429111002,481.00529097641436,418.1045990794986,447.7049246780471,362.60398858222004,251.60276758766292
2020-05-15 08:30:00,704.4447369857944,236.19617651876632,203.04583595472897,538.6930341656075,468.248560467028,501.3989010310654,406.09167190945794,281.7778947943178
2020-05-15 08:45:00,611.9822067256018,205.1940340197606,176.39487135032053,467.98639337840143,406.78817270584125,435.58733537528127,352.78974270064106,244.79288269024076
2020-05-15 09:00:00,663.9227062269401,222.60937797020932,191.3659565007063,507.7055988794248,441.3133282567308,472.5567497262338,382.7319130014126,265.5690824907761
2020-05-15 09:15:00,562.3364435875039,188.54810167345718,162.08521021051584,430.02198627279716,373.7883419140467,400.25123337698807,324.1704204210317,224.93457743500161
2020-05-15 09:30:00,577.5464417585788,193.6479245896411,166.46926850688448,441.65316134479554,383.89851716893764,411.0771732516942,332.93853701376895,231.01857670343153
2020-05-15 09:45:00,629.5804528014587,211.09462240990084,181.46730698394987,481.4438756717037,418.48583039155784,448.1131458175088,362.93461396789974,251.8321811205835
2020-05-15 10:00:00,639.7074525576058,214.49014585755017,184.38626573719228,489.18805195581626,425.21730670005564,455.3211868204135,368.77253147438455,255.88298102304236
2020-05-15 10:15:00,603.0642795719775,202.20390550354537,173.82440999427587,461.16680202562986,400.8603740684321,429.2398695777016,347.64881998855174,241.22571182879105
2020-05-15 10:30:00,578.607564054578,194.00371265359377,166.7751214039666,442.464607806442,384.6038514009842,411.8324426506113,333.5502428079332,231.44302562183123
2020-05-15 10:45:00,559.1160846459408,187.46833426363892,161.15698910382997,427.55935884689586,371.64775038230175,397.95909554211073,322.31397820765994,223.64643385837633
2020-05-15 11:00:00,498.6990350674132,167.21085293436795,143.74266304884264,381.35808563978657,331.48818213304526,354.95637201857056,287.4853260976853,199.4796140269653
2020-05-15 11:15:00,521.037590164991,174.70083905532047,150.18142304755622,398.44051012616956,346.33675110967044,370.85616711743467,300.36284609511245,208.41503606599642
2020-05-15 11:30:00,523.4871526586186,175.52216295024266,150.88747341336654,400.31370497423774,347.96498970837587,372.599679245252,301.77494682673307,209.39486106344745
2020-05-15 11:45:00,580.2448807226378,194.55269530111974,167.24705385534855,443.7166734937819,385.6921854215181,412.99782686728923,334.4941077106971,232.09795228905517
2020-05-15 12:00:00,544.0879262451816,182.42948115279617,156.82534344714057,416.0672377169036,361.6584450923854,387.26258279804097,313.65068689428114,217.63517049807265
2020-05-15 12:15:00,450.32898627358486,150.99266010349606,129.80070780826858,344.36922479744726,299.33632617008874,320.52827846531625,259.60141561653717,180.13159450943397
2020-05-15 12:30:00,534.5862360647997,179.24362032760928,154.08662098338343,408.8012393436703,355.3426157371904,380.4996150814162,308.17324196676685,213.8344944259199
2020-05-15 12:45:00,501.9311613103032,168.29456585110165,144.6742759070874,383.82971159023185,333.63659545920154,357.2568854032158,289.3485518141748,200.7724645241213
2020-05-15 13:00:00,487.87383406474225,163.58122671582532,140.6224580539551,373.0799907553911,324.29260734891693,347.2513760107871,281.2449161079102,195.14953362589694
2020-05-15 13:15:00,541.4471196154025,181.54403422398786,156.06416977149834,414.04779735295483,359.90308539141455,385.38294984390404,312.1283395429967,216.578847846161
2020-05-15 13:30:00,559.3101802298889,187.53341337119804,161.21293430155623,427.7077848816798,371.77676685869085,398.09724592833265,322.42586860311246,223.7240720919556
2020-05-15 13:45:00,556.266985554936,186.51304809783144,160.3357781893639,425.38063601259813,369.7539374571045,395.93120736557205,320.6715563787278,222.50679422197442
2020-05-15 14:00:00,483.79722357171994,162.21436319757666,139.44743502949575,369.96258273131525,321.58286037414325,344.3497885422242,278.8948700589915,193.518889428688
2020-05-15 14:15:00,509.51970766863917,170.8389608065437,146.86156279860776,389.63271762895937,338.6807468620955,362.6581448700314,293.7231255972155,203.8078830674557
2020-05-15 14:30:00,541.1722107464731,181.45185889734682,155.98493133280695,413.8375729237735,359.7203518491262,385.1872794136661,311.9698626656139,216.46888429858924
2020-05-15 14:45:00,574.3918609770164,192.59021220994077,165.56000698749298,439.2408348647773,381.8016487670756,408.8318539895234,331.12001397498597,229.7567443908066
2020-05-15 15:00:00,520.6128690888362,174.55843257684506,150.05900344325278,398.11572342087476,346.0544365119911,370.55386564558336,300.11800688650555,208.2451476355345
2020-05-15 15:15:00,542.2483758669034,181.81269073184407,156.29512010281334,414.6605227217497,360.4356851350594,385.95325576409004,312.5902402056267,216.8993503467614
2020-05-15 15:30:00,514.4204780332942,172.48216028175156,148.27413778606717,393.38036555487207,341.9383177515426,366.14634024722704,296.54827557213434,205.76819121331772
2020-05-15 15:45:00,523.4270264009652,175.50200296973537,150.87014290380762,400.2677260713263,347.9250234312298,372.5568834971575,301.74028580761524,209.3708105603861
2020-05-15 16:00:00,622.7054642926809,208.7894792040165,179.48569264906683,476.18653151793245,413.91598508866434,443.21977164361397,358.97138529813367,249.08218571707238
2020-05-15 16:15:00,661.7933937211562,221.89543201238766,190.75221348433325,506.0773010808842,439.89796170876855,471.04118023682287,381.5044269686665,264.71735748846254
2020-05-15 16:30:00,619.0644280643238,207.56866117450855,178.43621750089332,473.4022096962476,411.49576688981523,440.6282105634304,356.87243500178664,247.62577122572955
2020-05-15 16:45:00,682.9692175707665,228.99556118549228,196.85583329980918,522.2705781423509,453.97365638527424,486.11338427095734,393.71166659961835,273.18768702830664
2020-05-15 17:00:00,674.9793155253626,226.31659402909213,194.55286153378097,516.1606530488067,448.6627214962704,480.4264539915815,389.10572306756194,269.99172621014503
2020-05-15 17:15:00,651.5941961587455,218.4757010649911,187.81244477516782,498.27791470962893,433.11849509375435,463.7817513835776,375.62488955033564,260.6376784634982
2020-05-15 17:30:00,712.5017915128383,238.89765950724575,205.36816343605338,544.8543111568763,473.6041320055925,507.1336280767848,410.73632687210676,285.0007166051353
2020-05-15 17:45:00,779.2804038386914,261.28813540473766,224.616116400564,595.9203088178228,517.9922684339537,554.6642874381273,449.232232801128,311.7121615354766
2020-05-15 18:00:00,728.054329556266,244.11233402768917,209.85095381327667,556.7474284842035,483.94199552857685,518.2033757429894,419.70190762655335,291.22173182250646
2020-05-15 18:15:00,808.122905597588,270.9588565827206,232.9295433781283,617.9763395746261,537.1640490148673,575.1933622194596,465.8590867562566,323.24916223903523
2020-05-15 18:30:00,641.0079243601683,214.92618640311522,184.76110760969559,490.1825303930699,426.08173795705306,456.2468167504727,369.52221521939117,256.4031697440674
2020-05-15 18:45:00,792.0064727055575,265.55511143656923,228.28421860336658,605.652008539544,526.4513612689882,563.7222541021908,456.56843720673317,316.80258908222305
2020-05-15 19:00:00,762.9772171642251,255.82177281388718,219.91696259439428,583.4531660667603,507.1554443503378,543.0602545698307,439.83392518878856,305.19088686569006
2020-05-15 19:15:00,744.7223670058038,249.70102893724004,214.65527048990813,569.4935747691441,495.02133806856364,530.0670965158955,429.31054097981627,297.8889468023215
2020-05-15 19:30:00,755.3889022736967,253.27745546823942,217.7297424200655,577.6503370328269,502.11144680545715,537.6591598536311,435.459484840131,302.15556090947865
2020-05-15 19:45:00,658.2773817564314,220.71653388303875,189.73877474155967,503.38858604903584,437.5608478733927,468.53860701487173,379.47754948311933,263.3109527025726
2020-05-15 20:00:00,720.2984193698005,241.5118229651684,207.61542675953075,550.8164383416122,478.7865964046321,512.6829926102697,415.2308535190615,288.11936774792025
2020-05-15 20:15:00,729.4635870118052,244.58484976278172,210.2571515504615,557.825095950204,484.87873724902346,519.2064354613436,420.514303100923,291.7854348047221
2020-05-15 20:30:00,759.5976138646577,254.68861170756165,218.9428416433425,580.8687635435617,504.9090021570959,540.654772221315,437.885683286685,303.8390455458631
2020-05-15 20:45:00,656.9413474255772,220.2685694309288,189.3536824932546,502.3669127372061,436.6727779946484,467.5876649323226,378.7073649865092,262.77653897023094
2020-05-15 21:00:00,625.6122483548565,209.7641068013342,180.32353040816452,478.4093663890079,415.8481415535223,445.2887179466919,360.64706081632903,250.24489934194264
2020-05-15 21:15:00,619.4588619471531,207.70091253522187,178.54990726712057,473.70383560664646,411.7579494119311,440.90895468003237,357.09981453424115,247.78354477886123
2020-05-15 21:30:00,660.6968707452215,221.52777430869187,190.43615686185797,505.23878351105174,439.16909643652957,470.26071388336345,380.87231372371593,264.2787482980886
2020-05-15 21:45:00,618.4161237572748,207.35128855390977,178.24935331827334,472.9064475790925,411.064835203365,440.1667704390014,356.4987066365467,247.36644950290994
2020-05-15 22:00:00,566.026372724737,189.78531320770594,163.1487780206595,432.8436967895048,376.2410595170311,402.8775947040775,326.297556041319,226.41054908989486
2020-05-15 22:15:00,595.4462371132955,199.64962067916375,171.62862128559692,455.34124014546126,395.7966164341317,423.8176158276985,343.25724257119384,238.1784948453182
2020-05-15 22:30:00,565.0356460442367,189.45312837953819,162.8632156245153,432.08608226912224,375.58251766469857,402.1724304197214,325.7264312490306,226.01425841769472
2020-05-15 22:45:00,590.7046413804641,198.05979152168499,170.26192604495728,451.71531399682544,392.644849858779,420.4427153355067,340.52385208991456,236.28185655218564
2020-05-15 23:00:00,510.84192628848876,171.2822929320227,147.24267287138795,390.64382598531495,339.55963335646607,363.5992534171008,294.4853457427759,204.33677051539553
2020-05-15 23:15:00,518.8506244152164,173.96756230392546,149.5510623314447,396.76812455281254,344.8830621112909,369.2995620837716,299.1021246628894,207.54024976608656
2020-05-15 23:30:00,509.7995813548851,170.93280080722616,146.94223227287864,389.8467386831474,338.8667805476589,362.8573490820064,293.8844645457573,203.91983254195407
2020-05-15 23:45:00,459.5487652493273,154.08399776006854,132.4581735130414,351.4196440141915,305.46476748925875,327.09059173628583,264.9163470260828,183.81950609973094
2020-05-16 00:00:00,417.4994885286741,139.98512262432013,120.3380878700296,319.26431475722137,277.51436590435395,297.1614006586445,240.6761757400592,166.99979541146965
2020-05-16 00:15:00,416.0491148182551,139.4988208508267,119.92003897702646,318.1552054492539,276.5502939674284,296.1290758412286,239.84007795405293,166.41964592730204
2020-05-16 00:30:00,405.2977888685337,135.89396450297895,116.82112737975383,309.93360325240815,269.4038243655548,288.4766614887798,233.64225475950767,162.11911554741351
2020-05-16 00:45:00,395.2562101365009,132.52708222223853,113.92678998052085,302.2547489279125,262.7291279142624,281.32942015598,227.8535799610417,158.10248405460038
2020-05-16 01:00:00,345.5525977716429,115.86175337049202,99.6004546518265,264.2461041783152,229.69084440115088,245.9521431198164,199.200909303653,138.22103910865718
2020-05-16 01:15:00,387.6722214837032,129.9842154386534,111.7408167805968,296.4552281934201,257.68800604504975,275.93140470310635,223.4816335611936,155.0688885934813
2020-05-16 01:30:00,391.192395496804,131.16450907834016,112.75545517260822,299.1471259681442,260.0278864184638,278.43694032419575,225.51091034521644,156.47695819872163
2020-05-16 01:45:00,372.14243989131563,124.77717102238228,107.26458561573214,284.5795128580649,247.36526886893333,264.87785427558345,214.5291712314643,148.85697595652627
2020-05-16 02:00:00,399.6587402316582,134.0032246659089,115.19575453736032,305.6213895889151,265.6555155657493,284.46298569429786,230.39150907472063,159.8634960926633
2020-05-16 02:15:00,424.1719998769883,142.22237642934311,122.26134114101428,324.36682343534403,281.94962344764514,301.910658735974,244.52268228202857,169.66879995079535
2020-05-16 02:30:00,487.6058654110364,163.49137840252396,140.5452200302399,372.8750735496161,324.1144870085124,347.0606453807965,281.0904400604798,195.0423461644146
2020-05-16 02:45:00,416.63250515395276,139.69442819867828,120.08819266202168,318.6013274706698,276.9380769552745,296.54431249193107,240.17638532404337,166.65300206158113
2020-05-16 03:00:00,421.7581286138992,141.41301959407207,121.56557824753565,322.5209218812171,280.34510901982713,300.1925503663635,243.1311564950713,168.70325144555972
2020-05-16 03:15:00,409.8659294606203,137.42563517209032,118.13782672688467,313.426887234592,272.44029428852997,291.72810273373557,236.27565345376934,163.94637178424813
2020-05-16 03:30:00,334.7616045017253,112.24359680351964,96.49010953285023,255.99416814837815,222.51800769820562,238.27149496887503,192.98021906570045,133.90464180069011
2020-05-16 03:45:00,417.96119550249216,140.13993025671795,120.4711681154242,319.61738479602343,277.8212652457742,297.4900273870679,240.9423362308484,167.1844782009969
2020-05-16 04:00:00,425.7720917546377,142.7588778236138,122.7225440939838,325.59042310648766,283.01321393102387,303.04954766065384,245.4450881879676,170.30883670185509
2020-05-16 04:15:00,532.1460353652511,178.4254353871724,153.38326901704295,406.93520351460376,353.72059997807867,378.76276634820806,306.7665380340859,212.85841414610044
2020-05-16 04:30:00,426.04141110317977,142.84917901694848,122.8001714356224,325.7963731965492,283.19223208623123,303.24123966755735,245.6003428712448,170.41656444127193
2020-05-16 04:45:00,453.7318229696211,152.1336112309906,130.7815254441849,346.9713940355926,301.5982117386305,322.95029752543616,261.5630508883698,181.49272918784845
2020-05-16 05:00:00,447.32256610713017,149.98462510650833,128.93415140734928,342.07019761133483,297.3379410006218,318.38841469978087,257.86830281469855,178.9290264428521
2020-05-16 05:15:00,408.11423201386543,136.83830132229605,117.63292569811415,312.08735389295595,271.2759306915694,290.4813063157512,235.2658513962283,163.24569280554618
2020-05-16 05:30:00,514.9730092743235,172.66742075668495,148.43339679083445,393.802889445071,342.3055885176386,366.53961248348907,296.8667935816689,205.98920370972945
2020-05-16 05:45:00,508.37340816883244,170.45461332719674,146.53115882513407,388.75613565851893,337.9187948416357,361.8422493436983,293.06231765026814,203.349363267533
2020-05-16 06:00:00,520.2054864583187,174.42183957720093,149.94158139092713,397.8041955269495,345.78364688111765,370.2639050673914,299.88316278185425,208.08219458332746
2020-05-16 06:15:00,458.65506266833086,153.78434454173444,132.2005768867542,350.7362243934295,304.8707181265964,326.45448578157664,264.4011537735084,183.46202506733238
2020-05-16 06:30:00,566.031706955044,189.78710174375001,163.1503155341009,432.84777590679835,376.24460521129396,402.88139142094303,326.3006310682018,226.41268278201764
2020-05-16 06:45:00,456.86538935357675,153.18427760678748,131.68472987250155,349.367650682147,303.68111174678927,325.18065948107517,263.3694597450031,182.74615574143073
2020-05-16 07:00:00,548.8446732952183,184.02439045780847,158.19640583215116,419.70475016693166,364.82028283740976,390.6482674630671,316.3928116643023,219.53786931808733
2020-05-16 07:15:00,623.1864114977425,208.95073797277246,179.62431860817284,476.55431467474426,414.23567352496997,443.5620928895696,359.2486372163457,249.274564599097
2020-05-16 07:30:00,494.0128432422391,165.63960038122133,142.39193716982186,377.7745271852417,328.3732428610178,351.6209060724172,284.7838743396437,197.60513729689566
2020-05-16 07:45:00,515.0114278624486,172.68030228329155,148.44447038388225,393.8322683654019,342.331125579157,366.5669574785663,296.8889407677645,206.00457114497945
2020-05-16 08:00:00,544.154082469108,182.4516629455244,156.8444120058017,416.11782777049433,361.7024195235835,387.3096704633062,313.6888240116034,217.6616329876432
2020-05-16 08:15:00,517.6615711897796,173.56887975186726,149.2083352252894,395.8588485568903,344.0926914379123,368.45323596449015,298.4166704505788,207.06462847591186
2020-05-16 08:30:00,470.38484881263656,157.71727283717811,135.58151524599523,359.7060608567221,312.6675759754584,334.80333356664124,271.16303049199047,188.15393952505465
2020-05-16 08:45:00,533.6776865003535,178.93898900305967,153.82474493245482,408.1064661473291,354.73869749729374,379.8529415678986,307.64948986490964,213.4710746001414
2020-05-16 09:00:00,479.27784730063786,160.69904291844915,138.1447912807721,366.50658911225247,318.5788043821887,341.1330560198657,276.2895825615442,191.71113892025517
2020-05-16 09:15:00,535.9797876381497,179.71086997279133,154.48829173099608,409.86689642917327,356.2689176653583,381.49149590715353,308.97658346199216,214.3919150552599
2020-05-16 09:30:00,468.07466775684816,156.94268271847258,134.91563952991504,357.93945181406036,311.1319850383755,333.15902822693306,269.8312790598301,187.22986710273926
2020-05-16 09:45:00,562.4027544929736,188.570335329997,162.1043233538571,430.0726946122739,373.8324191629765,400.2984311391164,324.2086467077142,224.96110179718946
2020-05-16 10:00:00,453.8045440370187,152.157994177118,130.8024862224348,347.0270042636025,301.64654985990063,323.00205781458385,261.6049724448696,181.52181761480747
2020-05-16 10:15:00,463.0825541794676,155.2688564013509,133.4767362046701,354.1219531960635,307.8136977781167,329.6058179747975,266.9534724093402,185.23302167178707
2020-05-16 10:30:00,501.1059255259563,168.01786914693827,144.43641382806976,383.19864893161366,333.088056379018,356.6695116978865,288.8728276561395,200.44237021038253
2020-05-16 10:45:00,405.5318674205667,135.97244966454292,116.8885970800457,310.11260449808043,269.5594177560237,288.643270340521,233.7771941600914,162.2127469682267
2020-05-16 11:00:00,458.4498433325093,153.71553570560604,132.14142543113505,350.5792919601542,304.7343076269033,326.30841790137424,264.2828508622701,183.37993733300374
2020-05-16 11:15:00,496.2625983279465,166.39393002760556,143.04039598864338,379.49492813313555,329.86866830034086,353.222202339303,286.08079197728676,198.5050393311786
2020-05-16 11:30:00,366.525385396156,122.8938056916523,105.64555226124497,280.2841182441193,243.6315797045037,260.879833134911,211.29110452248995,146.61015415846242
2020-05-16 11:45:00,436.3098334080654,146.2921206132925,125.75989315879532,333.6486961355794,290.0177127947729,310.54994024927004,251.51978631759064,174.52393336322618
2020-05-16 12:00:00,434.63708730902897,145.7312586859685,125.2777486949554,332.3695373539633,288.9058286230604,309.3593386140735,250.5554973899108,173.8548349236116
2020-05-16 12:15:00,452.7404469174968,151.80120867233714,130.49577587621968,346.2132829369093,300.93923824515963,322.2446710412771,260.99155175243936,181.09617876699875
2020-05-16 12:30:00,364.5530978625182,122.2325092833149,105.0770693839023,278.7758983654551,242.32058857920325,259.47602847861583,210.1541387678046,145.8212391450073
2020-05-16 12:45:00,358.8386178602257,120.31647775313449,103.42995455971212,274.4060018931138,238.52214010709122,255.40866330051358,206.85990911942423,143.5354471440903
2020-05-16 13:00:00,435.16047127077223,145.90674624961184,125.42860642510493,332.76977214823756,289.25372502116034,309.73186484566725,250.85721285020986,174.06418850830892
2020-05-16 13:15:00,425.04340764450154,142.51455432786227,122.51251161517986,325.03319408108945,282.52885331663924,302.53089602932164,245.02502323035972,170.01736305780062
2020-05-16 13:30:00,423.2218041093081,141.90378137782682,121.98746118444762,323.6402031424121,281.3180227314813,301.2343429248604,243.97492236889525,169.28872164372325
2020-05-16 13:45:00,428.20021360888256,143.57301279827237,123.42241451079556,327.4472221714984,284.62720081061013,304.7777990980869,246.84482902159112,171.28008544355302
2020-05-16 14:00:00,386.6728608648042,129.64913570172845,111.45276577867885,295.69101124955614,257.0237251630757,275.2200950861253,222.9055315573577,154.6691443459217
2020-05-16 14:15:00,427.8480270860617,143.45492672885595,123.32090192480601,327.17790306581185,284.3931003572057,304.52712516125564,246.64180384961202,171.1392108344247
2020-05-16 14:30:00,434.1215139544716,145.55838997296988,125.12914225746535,331.9752753769489,288.5631239815017,308.9923716970062,250.2582845149307,173.64860558178864
2020-05-16 14:45:00,396.4579358403915,132.9300137817783,114.27316974223048,303.1737156426523,263.52792205861317,282.18476609816094,228.54633948446096,158.58317433615662
2020-05-16 15:00:00,511.36606778758716,171.4580344934851,147.39374895053984,391.0446400728608,339.90803329410204,363.9723188370473,294.7874979010797,204.5464271150349
2020-05-16 15:15:00,460.05210451021827,154.2527644534261,132.60325365294526,351.804550507814,305.7993400567921,327.448850857273,265.2065073058905,184.02084180408733
2020-05-16 15:30:00,398.6182588386378,133.65435737530797,114.89585107701915,304.82572734719366,264.9639014633299,283.7224077616186,229.7917021540383,159.44730353545515
2020-05-16 15:45:00,486.8056941586686,163.22308568849473,140.31458243396918,372.2631778860407,323.5826084701738,346.49111172469935,280.62916486793836,194.72227766346745
2020-05-16 16:00:00,429.6285412147265,144.05192264258474,123.83410893836235,328.5394726936144,285.57661857214174,305.79443227636415,247.6682178767247,171.8514164858906
2020-05-16 16:15:00,516.8679007711148,173.30276672913848,148.9795713987331,395.2519241190878,343.5651340419763,367.8883293723817,297.9591427974662,206.74716030844596
2020-05-16 16:30:00,546.5554196142839,183.25681716478925,157.5365621241171,417.95414441092294,363.2986024494945,389.0188574901667,315.0731242482342,218.62216784571356
2020-05-16 16:45:00,477.8898980682495,160.2336717052366,137.74473532555427,365.44521616983786,317.65622636301293,340.1451627426952,275.48947065110855,191.15595922729983
2020-05-16 17:00:00,568.4180535530585,190.58722972073136,163.83814484764628,434.672629187633,377.8308238323271,404.57990870541215,327.67628969529255,227.3672214212234
2020-05-16 17:15:00,560.4587425859298,187.9185195729294,161.54399051006212,428.5860972715934,372.5402230130004,398.9147520758676,323.08798102012423,224.18349703437195
2020-05-16 17:30:00,592.4829282102505,198.6560406352016,170.77449107236632,453.0751803960739,393.82688757504883,421.7084371378841,341.54898214473263,236.9931712841002
2020-05-16 17:45:00,651.5339593021689,218.45550400131543,187.79508238709573,498.2318512310703,433.0784553008534,463.7388769150731,375.59016477419146,260.6135837208676
2020-05-16 18:00:00,573.3011216098927,192.22449371625808,165.24561740520434,438.4067400546238,381.0766278936345,408.05550420468825,330.4912348104087,229.32044864395706
2020-05-16 18:15:00,561.9011321377533,188.40214430501135,161.95973808676416,429.6891010465172,373.4989878327418,399.941394050989,323.9194761735283,224.7604528551013
2020-05-16 18:30:00,563.6916697908309,189.00250104751387,162.47583423382775,431.05833572240016,374.68916874331705,401.2158355570031,324.9516684676555,225.4766679163324
2020-05-16 18:45:00,571.4546846063431,191.60539425036208,164.71340909241655,436.99475881661533,379.849290355981,406.7412755139265,329.4268181848331,228.58187384253728
2020-05-16 19:00:00,604.1917757460726,202.58194833838903,174.1493941856327,462.0290049822908,401.60982740768355,430.0423815604398,348.2987883712654,241.67671029842907
2020-05-16 19:15:00,620.2594904736721,207.96935857058418,178.7806766659408,474.3160809504552,412.29013190308797,441.4788138077313,357.5613533318816,248.10379618946888
2020-05-16 19:30:00,612.8863005478097,205.49717136014795,176.65546309907458,468.67775924244273,407.38912918766175,436.2308374487351,353.31092619814916,245.15452021912392
2020-05-16 19:45:00,628.589777544561,210.76245482376456,181.1817594099029,480.68630047525255,417.8273227207964,447.40801813465805,362.3635188198058,251.43591101782442
2020-05-16 20:00:00,584.2004472489784,195.87897348936332,168.38718773647025,446.7415184845129,388.32147375961506,415.8132595125081,336.7743754729405,233.6801788995914
2020-05-16 20:15:00,632.8347612697783,212.1857728963374,182.4053135424655,483.9324645004187,420.64898837344083,450.4294477273127,364.810627084931,253.13390450791132
2020-05-16 20:30:00,546.63956708793,183.28503131771768,157.56081639593276,418.01849247900526,363.3545357702123,389.0787506919972,315.1216327918655,218.655826835172
2020-05-16 20:45:00,657.7896804232041,220.553010494839,189.5982020043353,503.0156379706855,437.2366699283651,468.1914784188687,379.1964040086706,263.11587216928166
2020-05-16 21:00:00,554.1668654614349,185.80889018412813,159.73044945653123,423.7746618234502,368.3579752773067,394.43641600490355,319.46089891306246,221.66674618457395
